customer_key,customer_id,customer_number,firstname,lastname,gender,birthdate,marital_status,country,create_date
1915,12914,AW00012914,Jill,Miller,Female,1983-10-05,Single,Canada,2025-10-12
1916,12915,AW00012915,Kaitlyn,Alexander,Female,1972-09-16,Single,United States,2025-10-12
1917,12916,AW00012916,Natalie,Ross,Female,1981-05-19,Married,Canada,2025-10-12
1918,12917,AW00012917,Vanessa,Russell,Female,1975-08-30,Married,United States,2025-10-12
1919,12918,AW00012918,Brooke,Murphy,Female,1981-02-09,Married,United States,2025-10-12
1920,12919,AW00012919,Carlos,Hill,Male,1973-01-06,Single,Canada,2025-10-12
1921,12920,AW00012920,Kelly,Henderson,Female,1973-03-12,Single,United States,2025-10-12
1922,12921,AW00012921,Wyatt,Lee,Male,1971-12-31,Single,United States,2025-10-12
1923,12922,AW00012922,Jennifer,Sanders,Female,1982-09-09,Single,United States,2025-10-12
1924,12923,AW00012923,Fernando,Wright,Male,1972-02-18,Single,United States,2025-10-12
1925,12924,AW00012924,Devon,Chande,Male,1972-04-07,Married,United States,2025-10-12
1926,12925,AW00012925,Mackenzie,Blue,Female,1977-08-09,Married,United States,2025-10-12
1927,12926,AW00012926,Sara,Murphy,Female,1972-01-15,Married,United States,2025-10-12
1928,12927,AW00012927,Savannah,Sanchez,Female,1971-12-11,Married,United States,2025-10-12
1929,12928,AW00012928,Carol,Wright,Female,1975-05-10,Married,Canada,2025-10-12
1930,12929,AW00012929,Vanessa,Bryant,Female,1974-09-02,Married,United States,2025-10-12
1931,12930,AW00012930,Grace,Harris,Female,1974-11-13,Married,United States,2025-10-12
1932,12931,AW00012931,Ann,Fernandez,Female,1975-04-04,Single,United States,2025-10-12
1933,12932,AW00012932,Tyler,Johnson,Male,1975-05-10,Married,United States,2025-10-12
1934,12933,AW00012933,Jonathan,Hall,Male,1980-02-07,Married,United States,2025-10-12
1935,12934,AW00012934,Jason,Foster,Male,1980-11-08,Single,United States,2025-10-12
1936,12935,AW00012935,Robert,Hill,Male,1980-04-30,Married,United States,2025-10-12
1937,12936,AW00012936,Renee,Moreno,Female,1970-09-24,Single,Canada,2025-10-12
1938,12937,AW00012937,Megan,Wilson,Female,1976-01-01,Single,United States,2025-10-12
1939,12938,AW00012938,Edward,Parker,Male,1970-08-08,Single,United States,2025-10-12
1940,12939,AW00012939,Eduardo,Parker,Male,1970-09-30,Single,Canada,2025-10-12
1941,12940,AW00012940,Steven,Rogers,Male,1970-09-21,Married,United States,2025-10-12
1942,12941,AW00012941,Maria,Morgan,Female,1976-05-06,Single,United States,2025-10-12
1943,12942,AW00012942,Morgan,Harris,Female,1976-11-11,Single,United States,2025-10-12
1944,12943,AW00012943,Caleb,Perez,Male,1970-08-17,Single,United States,2025-10-12
1945,12944,AW00012944,Jose,Jai,Male,1971-01-18,Married,Canada,2025-10-12
1946,12945,AW00012945,Jessica,Bailey,Female,1970-09-21,Married,Canada,2025-10-12
1947,12946,AW00012946,Seth,Allen,Male,1971-06-03,Married,United States,2025-10-12
1948,12947,AW00012947,Isaiah,Sanchez,Male,1969-08-16,Single,United States,2025-10-12
1949,12948,AW00012948,Adam,Kumar,Male,1975-09-29,Married,United States,2025-10-12
1950,12949,AW00012949,Morgan,Rivera,Female,1970-06-18,Single,United States,2025-10-12
1951,12950,AW00012950,Mary,Adams,Female,1970-04-14,Single,United States,2025-10-12
1952,12951,AW00012951,Blake,Simmons,Male,1974-12-02,Single,United States,2025-10-12
1953,12952,AW00012952,Jennifer,Hughes,Female,1979-12-12,Single,United States,2025-10-12
1954,12953,AW00012953,Catherine,Cooper,Female,1969-05-11,Single,United States,2025-10-12
1955,12954,AW00012954,Pedro,Diaz,Male,1968-02-19,Married,United States,2025-10-12
1956,12955,AW00012955,Theresa,Hernandez,Female,1968-03-09,Single,United States,2025-10-12
1957,12956,AW00012956,Marshall,Sun,Male,1973-03-07,Single,United States,2025-10-12
1958,12957,AW00012957,Isabella,Lopez,Female,1968-02-23,Single,United States,2025-10-12
1959,12958,AW00012958,Jennifer,Campbell,Female,1968-01-24,Single,United States,2025-10-12
1960,12959,AW00012959,Sydney,Carter,Female,1973-05-20,Single,Canada,2025-10-12
1961,12960,AW00012960,Ashley,Lewis,Female,1973-11-08,Single,United States,2025-10-12
1962,12961,AW00012961,Kimberly,Murphy,Female,1973-05-11,Married,United States,2025-10-12
1963,12962,AW00012962,Jennifer,Edwards,Female,1973-04-18,Married,United States,2025-10-12
1964,12963,AW00012963,Marcus,Anderson,Male,1979-04-20,Married,United States,2025-10-12
1965,12964,AW00012964,Xavier,Russell,Male,1973-05-10,Married,Canada,2025-10-12
1966,12965,AW00012965,Cody,Bell,Male,1967-03-19,Married,United States,2025-10-12
1967,12966,AW00012966,Dennis,Zhu,Male,1966-09-06,Married,United States,2025-10-12
1968,12967,AW00012967,Fernando,Rodriguez,Male,1966-10-08,Married,United States,2025-10-12
1969,12968,AW00012968,Paige,Butler,Female,1978-06-14,Married,United States,2025-10-12
1970,12969,AW00012969,Richard,Rodriguez,Male,1965-11-30,Married,Canada,2025-10-12
1971,12970,AW00012970,Angela,Powell,Female,1966-01-14,Single,Canada,2025-10-12
1972,12971,AW00012971,Carl,Nara,Male,1965-08-30,Married,United States,2025-10-12
1973,12972,AW00012972,Carolyn,Suri,Female,1978-06-18,Single,Canada,2025-10-12
1974,12973,AW00012973,Adrian,Howard,Male,1978-03-08,Single,United States,2025-10-12
1975,12974,AW00012974,Marc,Gill,Male,1972-08-27,Single,United States,2025-10-12
1976,12975,AW00012975,Marcus,Wilson,Male,1972-10-15,Single,United States,2025-10-12
1977,12976,AW00012976,Hunter,Thompson,Male,1972-12-18,Single,United States,2025-10-12
1978,12977,AW00012977,Destiny,Johnson,Female,1978-02-19,Single,United States,2025-10-12
1979,12978,AW00012978,Danielle,James,Female,1934-05-15,Married,United States,2025-10-12
1980,12979,AW00012979,Christina,Ward,Female,1966-02-16,Married,United States,2025-10-12
1981,12980,AW00012980,Max,Moyer,Male,1965-02-10,Married,United States,2025-10-12
1982,12981,AW00012981,Joe,Sanz,Male,1964-10-13,Single,United States,2025-10-12
1983,12982,AW00012982,Brittany,Patterson,Female,1974-11-13,Married,United States,2025-10-12
1984,12983,AW00012983,Gabriella,Carter,Female,1969-12-17,Married,United States,2025-10-12
1985,12984,AW00012984,Adam,Young,Male,1963-08-06,Married,Canada,2025-10-12
1986,12985,AW00012985,Hailey,Roberts,Female,1963-11-08,Married,United States,2025-10-12
1987,12986,AW00012986,Rachel,Garcia,Female,1964-03-06,Married,Canada,2025-10-12
1988,12987,AW00012987,Felicia,Moreno,Female,1980-05-08,Married,Australia,2025-10-12
1989,12988,AW00012988,Barbara,Goel,Female,1980-01-23,Single,Australia,2025-10-12
1990,12989,AW00012989,Carly,Goel,Female,1975-05-13,Married,Australia,2025-10-12
1991,12990,AW00012990,Leslie,Hernandez,Female,1975-04-14,Single,Australia,2025-10-12
1992,12991,AW00012991,Jésus,Serrano,Male,1979-03-09,Married,Australia,2025-10-12
1993,12992,AW00012992,Ernest,Zeng,Male,1979-10-18,Married,Australia,2025-10-12
1994,12993,AW00012993,Xavier,Henderson,Male,1979-12-23,Married,Australia,2025-10-12
1995,12994,AW00012994,Anna,Martinez,Female,1975-10-07,Single,Australia,2025-10-12
1996,12995,AW00012995,Grant,Nara,Male,1976-03-01,Married,Australia,2025-10-12
1997,12996,AW00012996,Jaclyn,Liu,Female,1975-11-10,Married,Australia,2025-10-12
1998,12997,AW00012997,Nina,Xie,Female,1973-11-08,Married,Australia,2025-10-12
1999,12998,AW00012998,Mayra,Mehta,Female,1979-01-07,Single,Australia,2025-10-12
2000,12999,AW00012999,Nichole,Shen,Female,1972-12-17,Single,Australia,2025-10-12
2001,13000,AW00013000,Rafael,Raje,Male,1980-09-16,Married,Australia,2025-10-12
2002,13001,AW00013001,Clarence,Zhang,Male,1975-03-06,Single,Australia,2025-10-12
2003,13002,AW00013002,Roger,Cai,Male,1973-02-18,Married,Australia,2025-10-12
2004,13003,AW00013003,Jill,Hernandez,Female,1978-01-16,Married,Australia,2025-10-12
2005,13004,AW00013004,Randy,Chen,Male,1972-10-31,Married,Australia,2025-10-12
2006,13005,AW00013005,Desiree,Alvarez,Female,1972-02-12,Married,Australia,2025-10-12
2007,13006,AW00013006,Whitney,Rana,Female,1971-10-19,Single,Australia,2025-10-12
2008,13007,AW00013007,Brooke,Ward,Female,1971-04-04,Single,Australia,2025-10-12
2009,13008,AW00013008,Alberto,Muñoz,Male,1976-07-05,Married,Australia,2025-10-12
2010,13009,AW00013009,Mindy,She,Female,1970-09-08,Married,Australia,2025-10-12
2011,13010,AW00013010,Erica,Ye,Female,1976-08-12,Married,Australia,2025-10-12
2012,13011,AW00013011,Anne,Ortega,Female,1970-11-01,Single,Australia,2025-10-12
2013,13012,AW00013012,Krystal,Hu,Female,1971-03-24,Single,Australia,2025-10-12
2014,13013,AW00013013,Vincent,Ye,Male,1970-05-08,Married,Australia,2025-10-12
2015,13014,AW00013014,James,Clark,Male,1985-01-06,Married,United States,2025-10-12
2016,13015,AW00013015,Rebecca,Parker,Female,1974-01-08,Single,United States,2025-10-12
2017,13016,AW00013016,Antonio,Bryant,Male,1974-01-01,Married,United States,2025-10-12
2018,13017,AW00013017,Xavier,Alexander,Male,1984-08-15,Married,United States,2025-10-12
2019,13018,AW00013018,Brendan,Xie,Male,1950-04-10,Married,Australia,2025-10-12
2020,13019,AW00013019,Destiny,Murphy,Female,1984-08-28,Single,United States,2025-10-12
2021,13020,AW00013020,Madalena,Sanchez,Male,1950-11-07,Married,Australia,2025-10-12
2022,13021,AW00013021,Kendra,Diaz,Female,1952-01-06,Single,Australia,2025-10-12
2023,13022,AW00013022,Rafael,Ma,Male,1953-02-20,Married,Australia,2025-10-12
2024,13023,AW00013023,Dominique,Raman,Female,1952-08-26,Single,Australia,2025-10-12
2025,13024,AW00013024,Marc,Moreno,Male,1952-09-05,Married,Australia,2025-10-12
2026,13025,AW00013025,Reginald,Serrano,Male,1953-05-18,Married,Australia,2025-10-12
2027,13026,AW00013026,Colleen,Zheng,Female,1964-10-09,Single,Australia,2025-10-12
2028,13027,AW00013027,Jeremy,Patterson,Male,1983-06-10,Single,Canada,2025-10-12
2029,13028,AW00013028,Dalton,Thompson,Male,1983-03-17,Single,United States,2025-10-12
2030,13029,AW00013029,Jennifer,Foster,Female,1983-03-05,Single,United States,2025-10-12
2031,13030,AW00013030,Sophia,Lopez,Female,1983-01-10,Single,United States,2025-10-12
2032,13031,AW00013031,Hunter,Shan,Male,1982-08-16,Single,United States,2025-10-12
2033,13032,AW00013032,Kevin,Baker,Male,1982-10-07,Married,United States,2025-10-12
2034,13033,AW00013033,Xavier,Gonzalez,Male,1982-05-20,Single,United States,2025-10-12
2035,13034,AW00013034,Kelsey,Yuan,Female,1954-08-27,Single,Australia,2025-10-12
2036,13035,AW00013035,Kristy,Torres,Female,1956-05-02,Married,Australia,2025-10-12
2037,13036,AW00013036,Virginia,Subram,Female,1955-08-03,Single,Australia,2025-10-12
2038,13037,AW00013037,Terrence,Pal,Male,1961-04-22,Married,Australia,2025-10-12
2039,13038,AW00013038,Wilson,Pais,Male,1961-01-28,Married,Australia,2025-10-12
2040,13039,AW00013039,Trisha,Ma,Female,1986-02-17,Single,United States,2025-10-12
2041,13040,AW00013040,Roy,Gonzalez,Male,1973-09-12,Married,Australia,2025-10-12
2042,13041,AW00013041,Cameron,Brown,Male,1957-05-04,Married,Australia,2025-10-12
2043,13042,AW00013042,Alison,Pal,Female,1957-03-20,Married,Australia,2025-10-12
2044,13043,AW00013043,Brenda,Madan,Female,1957-10-23,Married,Australia,2025-10-12
2045,13044,AW00013044,Katrina,Jai,Female,1957-07-22,Married,Australia,2025-10-12
2046,13045,AW00013045,Anne,Gomez,Female,1969-05-09,Married,Australia,2025-10-12
2047,13046,AW00013046,Jonathan,Rodriguez,Male,1958-04-04,Married,Australia,2025-10-12
2048,13047,AW00013047,Rodney,Vazquez,Male,1963-08-30,Married,Australia,2025-10-12
2049,13048,AW00013048,Alexis,Hayes,Female,1957-12-24,Married,Australia,2025-10-12
2050,13049,AW00013049,Autumn,Wang,Female,1959-01-03,Married,Australia,2025-10-12
2051,13050,AW00013050,Dennis,Zeng,Male,1959-06-18,Married,Australia,2025-10-12
2052,13051,AW00013051,Ethan,Jones,Male,1960-05-26,Single,Australia,2025-10-12
2053,13052,AW00013052,Jared,Morris,Male,,Single,United States,2025-10-12
2054,13053,AW00013053,Vincent,Lu,Male,1980-11-12,Single,United States,2025-10-12
2055,13054,AW00013054,Bryce,Ward,Male,1981-03-16,Married,United States,2025-10-12
2056,13055,AW00013055,Patrick,Gray,Male,1981-04-17,Single,United States,2025-10-12
2057,13056,AW00013056,Morgan,Blue,Female,1981-03-22,Single,United States,2025-10-12
2058,13057,AW00013057,Destiny,Powell,Female,1980-12-18,Single,United States,2025-10-12
2059,13058,AW00013058,Ramon,Huang,Male,1981-02-12,Married,United States,2025-10-12
2060,13059,AW00013059,Keith,Deng,Male,1980-08-14,Married,United States,2025-10-12
2061,13060,AW00013060,Eugene,Zhu,Male,1986-06-05,Married,United States,2025-10-12
2062,13061,AW00013061,Ethan,Anderson,Male,1979-11-29,Single,United States,2025-10-12
2063,13062,AW00013062,Eduardo,Williams,Male,1980-01-06,Single,United States,2025-10-12
2064,13063,AW00013063,Jessica,Johnson,Female,1985-03-10,Single,United States,2025-10-12
2065,13064,AW00013064,Dalton,Parker,Male,1985-03-13,Single,United States,2025-10-12
2066,13065,AW00013065,Morgan,Gonzalez,Female,1979-10-19,Single,Canada,2025-10-12
2067,13066,AW00013066,Carson,Perry,Male,1980-03-24,Single,United States,2025-10-12
2068,13067,AW00013067,Olivia,Garcia,Female,1980-05-24,Single,United States,2025-10-12
2069,13068,AW00013068,Alexandria,Morris,Female,1985-02-14,Single,United States,2025-10-12
2070,13069,AW00013069,Adam,Green,Male,1980-02-16,Married,United States,2025-10-12
2071,13070,AW00013070,Emma,Clark,Female,1979-04-17,Single,United States,2025-10-12
2072,13071,AW00013071,Thomas,Walker,Male,1978-11-08,Married,Canada,2025-10-12
2073,13072,AW00013072,Emma,Rogers,Female,1984-10-29,Single,United States,2025-10-12
2074,13073,AW00013073,Sydney,Lopez,Female,1981-07-11,Married,United States,2025-10-12
2075,13074,AW00013074,Grace,Hughes,Female,1982-03-12,Married,United States,2025-10-12
2076,13075,AW00013075,Kelvin,Lin,Male,1960-10-08,Married,Australia,2025-10-12
2077,13076,AW00013076,Craig,Munoz,Male,1960-08-30,Single,Australia,2025-10-12
2078,13077,AW00013077,Alejandro,Goel,Male,1967-05-21,Single,Australia,2025-10-12
2079,13078,AW00013078,Michele,Chande,Female,1961-07-21,Single,Australia,2025-10-12
2080,13079,AW00013079,Edwin,Bhat,Male,1962-08-26,Single,Australia,2025-10-12
2081,13080,AW00013080,Denise,Mehta,Female,1968-05-14,Single,Australia,2025-10-12
2082,13081,AW00013081,Krista,Ruiz,Female,1962-09-21,Single,Australia,2025-10-12
2083,13082,AW00013082,Juan,Peterson,Male,1963-08-24,Single,Australia,2025-10-12
2084,13083,AW00013083,Jordyn,Butler,Female,1978-08-26,Single,United States,2025-10-12
2085,13084,AW00013084,Luis,Hughes,Male,1980-04-12,Single,Canada,2025-10-12
2086,13085,AW00013085,Daniel,Harris,Male,1979-09-16,Single,United States,2025-10-12
2087,13086,AW00013086,Blake,Nelson,Male,1979-11-17,Single,United States,2025-10-12
2088,13087,AW00013087,Jeremy,Collins,Male,1980-05-07,Single,United States,2025-10-12
2089,13088,AW00013088,Megan,Powell,Female,1979-08-23,Single,United States,2025-10-12
2090,13089,AW00013089,Elizabeth,Alexander,Female,1965-02-28,Married,Australia,2025-10-12
2091,13090,AW00013090,Wayne,Tang,Male,1964-11-28,Single,Australia,2025-10-12
2092,13091,AW00013091,Deanna,Martin,Female,1970-08-07,Single,Australia,2025-10-12
2093,13092,AW00013092,William,Walker,Male,1977-10-31,Married,United States,2025-10-12
2094,13093,AW00013093,Michelle,James,Female,1963-04-14,Single,United States,2025-10-12
2095,13094,AW00013094,Antonio,Diaz,Male,1968-03-19,Married,United States,2025-10-12
2096,13095,AW00013095,Jordan,Griffin,Male,1963-01-21,Single,Canada,2025-10-12
2097,13096,AW00013096,Jonathan,Chen,Male,1963-04-19,Married,Canada,2025-10-12
2098,13097,AW00013097,Dalton,Hughes,Male,1968-05-10,Married,United States,2025-10-12
2099,13098,AW00013098,Miguel,Russell,Male,1963-04-06,Married,United States,2025-10-12
2100,13099,AW00013099,Jay,Romero,Male,1963-02-01,Married,United States,2025-10-12
2101,13100,AW00013100,Jeremy,Perez,Male,1968-07-12,Married,United States,2025-10-12
2102,13101,AW00013101,Alex,Sanchez,Male,1963-04-06,Single,Canada,2025-10-12
2103,13102,AW00013102,Mariah,Bryant,Female,1963-03-19,Single,United States,2025-10-12
2104,13103,AW00013103,Brendan,Raji,Male,1969-01-29,Single,Australia,2025-10-12
2105,13104,AW00013104,Gregory,Becker,Male,1974-04-08,Single,Australia,2025-10-12
2106,13105,AW00013105,Whitney,Kovár,Female,1967-12-30,Married,Australia,2025-10-12
2107,13106,AW00013106,Ebony,Munoz,Female,1973-07-04,Married,Australia,2025-10-12
2108,13107,AW00013107,Mary,Nelson,Female,1968-01-08,Married,Australia,2025-10-12
2109,13108,AW00013108,Curtis,Wang,Male,1968-06-24,Married,Australia,2025-10-12
2110,13109,AW00013109,Cheryl,Navarro,Female,1973-08-08,Married,Australia,2025-10-12
2111,13110,AW00013110,Levi,Mehta,Male,1972-12-08,Married,Australia,2025-10-12
2112,13111,AW00013111,Hannah,Butler,Female,1967-02-13,Single,Australia,2025-10-12
2113,13112,AW00013112,Bianca,Gao,Female,1978-01-16,Single,Australia,2025-10-12
2114,13113,AW00013113,Bryant,Sanchez,Male,1972-01-11,Single,Australia,2025-10-12
2115,13114,AW00013114,Claudia,Zhang,Female,1971-10-29,Single,Australia,2025-10-12
2116,13115,AW00013115,Clarence,Wu,Male,1983-03-23,Single,Australia,2025-10-12
2117,13116,AW00013116,Tyrone,Diaz,Male,1971-11-05,Single,Australia,2025-10-12
2118,13117,AW00013117,Evelyn,Rodriguez,Female,1971-07-11,Single,Australia,2025-10-12
2119,13118,AW00013118,Sydney,Cook,Female,1966-01-05,Married,Australia,2025-10-12
2120,13119,AW00013119,Jaclyn,Guo,Female,1971-05-10,Single,Australia,2025-10-12
2121,13120,AW00013120,Levi,Weber,Male,1976-07-05,Married,Australia,2025-10-12
2122,13121,AW00013121,Latasha,Jimenez,Female,1976-03-18,Married,Australia,2025-10-12
2123,13122,AW00013122,Catherine,Cox,Female,1971-01-30,Married,Australia,2025-10-12
2124,13123,AW00013123,Kelli,Raji,Female,1975-05-01,Single,Australia,2025-10-12
2125,13124,AW00013124,Marco,Vance,Male,1969-08-29,Single,Australia,2025-10-12
2126,13125,AW00013125,Alejandro,Hu,Male,1975-07-05,Single,Australia,2025-10-12
2127,13126,AW00013126,Lydia,Suri,Female,1969-08-03,Single,Australia,2025-10-12
2128,13127,AW00013127,Shane,Fernandez,Male,1970-06-09,Single,Australia,2025-10-12
2129,13128,AW00013128,Colleen,West,Female,1975-04-20,Single,Australia,2025-10-12
2130,13129,AW00013129,Joy,Ramos,Female,1969-11-29,Single,Australia,2025-10-12
2131,13130,AW00013130,Dalton,Miller,Male,1970-10-22,Married,Australia,2025-10-12
2132,13131,AW00013131,Briana,Diaz,Female,1965-02-28,Married,Australia,2025-10-12
2133,13132,AW00013132,Casey,Vazquez,Male,1964-08-20,Single,Australia,2025-10-12
2134,13133,AW00013133,Devon,Kennedy,Male,1965-02-15,Single,Australia,2025-10-12
2135,13134,AW00013134,Sara,Morgan,Female,1939-10-29,Single,Australia,2025-10-12
2136,13135,AW00013135,Johnny,Rai,Male,1963-01-31,Single,Australia,2025-10-12
2137,13136,AW00013136,Virginia,Martinez,Female,1942-05-12,Married,Australia,2025-10-12
2138,13137,AW00013137,Jacqueline,Simmons,Female,1965-08-08,Married,Australia,2025-10-12
2139,13138,AW00013138,Teresa,Alonso,Female,1965-12-09,Married,Australia,2025-10-12
2140,13139,AW00013139,Carmen,Perez,Female,1967-02-05,Single,Australia,2025-10-12
2141,13140,AW00013140,Jamie,Zhu,Female,1958-10-08,Married,Australia,2025-10-12
2142,13141,AW00013141,Walter,Hernandez,Male,1959-04-07,Married,Australia,2025-10-12
2143,13142,AW00013142,Xavier,Moore,Male,1980-09-19,Married,United States,2025-10-12
2144,13143,AW00013143,Hannah,Jackson,Female,1980-08-05,Married,Canada,2025-10-12
2145,13144,AW00013144,Destiny,Stewart,Female,1982-02-24,Single,Canada,2025-10-12
2146,13145,AW00013145,Gilbert,Xu,Male,1981-07-21,Married,United States,2025-10-12
2147,13146,AW00013146,Gabriella,Ramirez,Female,1981-11-12,Single,United States,2025-10-12
2148,13147,AW00013147,Cedric,Lin,Male,1986-02-20,Married,United States,2025-10-12
2149,13148,AW00013148,Tyler,Anderson,Male,1985-09-29,Married,Canada,2025-10-12
2150,13149,AW00013149,Linda,Ferrier,Female,1957-02-14,Married,Australia,2025-10-12
2151,13150,AW00013150,Lacey,Yang,Female,1942-12-08,Single,Australia,2025-10-12
2152,13151,AW00013151,Ethan,Moore,Male,1984-06-04,Single,United States,2025-10-12
2153,13152,AW00013152,Gabrielle,Butler,Female,1983-08-16,Married,United States,2025-10-12
2154,13153,AW00013153,Jack,Hill,Male,1985-04-16,Single,United States,2025-10-12
2155,13154,AW00013154,Aaron,Lal,Male,1985-01-18,Married,United States,2025-10-12
2156,13155,AW00013155,Jay,Gutierrez,Male,1950-04-07,Married,Australia,2025-10-12
2157,13156,AW00013156,Bradley,Lal,Male,1951-07-03,Married,Australia,2025-10-12
2158,13157,AW00013157,Heidi,Gonzalez,Female,1945-08-22,Married,Australia,2025-10-12
2159,13158,AW00013158,Casey,Xu,Female,1946-09-11,Married,Australia,2025-10-12
2160,13159,AW00013159,Roberto,Ramos,Male,1947-04-13,Married,Australia,2025-10-12
2161,13160,AW00013160,Willie,Xu,Male,1948-08-06,Married,Australia,2025-10-12
2162,13161,AW00013161,Jose,Moore,Male,1981-10-22,Married,United States,2025-10-12
2163,13162,AW00013162,Nina,Nath,Female,1981-10-20,Single,United States,2025-10-12
2164,13163,AW00013163,Noah,Lopez,Male,1981-09-06,Married,United States,2025-10-12
2165,13164,AW00013164,Olivia,Ward,Female,1981-11-01,Single,United States,2025-10-12
2166,13165,AW00013165,Wyatt,Walker,Male,1982-03-21,Single,United States,2025-10-12
2167,13166,AW00013166,Kyle,Chen,Male,1981-09-10,Married,United States,2025-10-12
2168,13167,AW00013167,Mario,Tang,Male,1980-01-01,Single,United States,2025-10-12
2169,13168,AW00013168,Hannah,Price,Female,1979-09-16,Single,United States,2025-10-12
2170,13169,AW00013169,Caleb,Griffin,Male,1977-08-31,Single,United States,2025-10-12
2171,13170,AW00013170,Sebastian,Reed,Male,1977-07-07,Single,United States,2025-10-12
2172,13171,AW00013171,Catherine,Torres,Female,1973-12-06,Single,United States,2025-10-12
2173,13172,AW00013172,Isabella,Cook,Female,1974-03-18,Single,United States,2025-10-12
2174,13173,AW00013173,Dalton,Brooks,Male,1974-03-14,Married,United States,2025-10-12
2175,13174,AW00013174,Gabriella,Morris,Female,1973-11-01,Single,United States,2025-10-12
2176,13175,AW00013175,Noah,Smith,Male,1973-08-09,Married,Canada,2025-10-12
2177,13176,AW00013176,Kurt,Chander,Male,1973-02-28,Single,United States,2025-10-12
2178,13177,AW00013177,Taylor,Rogers,Female,1968-08-26,Single,United States,2025-10-12
2179,13178,AW00013178,Megan,Gray,Female,1968-10-15,Single,United States,2025-10-12
2180,13179,AW00013179,Adrian,Sanchez,Male,1947-12-17,Married,Canada,2025-10-12
2181,13180,AW00013180,Leslie,Sanz,Female,1947-08-22,Married,United States,2025-10-12
2182,13181,AW00013181,Brian,Morgan,Male,1948-06-21,Married,United States,2025-10-12
2183,13182,AW00013182,Jeremy,Bennett,Male,1953-11-14,Married,United States,2025-10-12
2184,13183,AW00013183,Christian,Jenkins,Male,1948-01-18,Married,United States,2025-10-12
2185,13184,AW00013184,Miguel,Perez,Male,1953-08-23,Married,United States,2025-10-12
2186,13185,AW00013185,William,Lee,Male,1948-06-26,Married,Canada,2025-10-12
2187,13186,AW00013186,Marcus,Sanders,Male,1948-05-23,Married,United States,2025-10-12
2188,13187,AW00013187,Evan,Wright,Male,1948-02-14,Married,United States,2025-10-12
2189,13188,AW00013188,Anthony,Davis,Male,1947-07-20,Married,United States,2025-10-12
2190,13189,AW00013189,Gloria,Romero,Female,1953-03-31,Single,United States,2025-10-12
2191,13190,AW00013190,Jonathan,Diaz,Male,1947-08-09,Single,United States,2025-10-12
2192,13191,AW00013191,Emma,Rodriguez,Female,1954-07-14,Married,United States,2025-10-12
2193,13192,AW00013192,Hunter,Martinez,Male,1948-09-12,Married,United States,2025-10-12
2194,13193,AW00013193,Kevin,Evans,Male,1948-11-05,Married,United States,2025-10-12
2195,13194,AW00013194,Kevin,Carter,Male,1949-02-23,Married,United States,2025-10-12
2196,13195,AW00013195,Aaron,Perry,Male,1960-05-23,Married,United States,2025-10-12
2197,13196,AW00013196,Kimberly,Sanders,Female,1954-10-29,Married,United States,2025-10-12
2198,13197,AW00013197,Katherine,Smith,Female,1949-06-25,Married,Canada,2025-10-12
2199,13198,AW00013198,Cindy,Gray,Female,1949-04-14,Married,Canada,2025-10-12
2200,13199,AW00013199,Timothy,Stewart,Male,1948-12-22,Single,Canada,2025-10-12
2201,13200,AW00013200,Jessica,Miller,Female,1949-01-06,Married,United States,2025-10-12
2202,13201,AW00013201,Nicholas,Davis,Male,1950-02-20,Single,Canada,2025-10-12
2203,13202,AW00013202,Natasha,Romero,Female,1949-10-17,Single,United States,2025-10-12
2204,13203,AW00013203,Bailey,Bell,Female,1949-10-10,Single,United States,2025-10-12
2205,13204,AW00013204,Savannah,Parker,Female,1955-08-04,Single,United States,2025-10-12
2206,13205,AW00013205,Jerome,Torres,Male,1950-02-06,Married,United States,2025-10-12
2207,13206,AW00013206,Emily,Flores,Female,1956-06-18,Single,Canada,2025-10-12
2208,13207,AW00013207,Kenneth,Rai,Male,1956-10-07,Married,United States,2025-10-12
2209,13208,AW00013208,Cassidy,Bryant,Female,1951-04-01,Single,United States,2025-10-12
2210,13209,AW00013209,Alexandria,Bailey,Female,1951-01-14,Married,Canada,2025-10-12
2211,13210,AW00013210,Ethan,Simmons,Male,1950-11-24,Married,United States,2025-10-12
2212,13211,AW00013211,James,Jai,Male,1951-06-11,Married,United States,2025-10-12
2213,13212,AW00013212,Logan,Phillips,Male,1951-02-07,Married,United States,2025-10-12
2214,13213,AW00013213,Courtney,King,Female,1951-08-30,Married,United States,2025-10-12
2215,13214,AW00013214,Elijah,Adams,Male,1952-06-19,Married,United States,2025-10-12
2216,13215,AW00013215,Colleen,Sharma,Female,1951-10-29,Married,United States,2025-10-12
2217,13216,AW00013216,Mary,Mitchell,Female,1952-03-14,Married,United States,2025-10-12
2218,13217,AW00013217,Julian,Alexander,Male,1957-04-22,Single,Canada,2025-10-12
2219,13218,AW00013218,Melissa,Bryant,Female,1951-07-28,Married,United States,2025-10-12
2220,13219,AW00013219,Rafael,Shan,Male,1951-08-22,Married,United States,2025-10-12
2221,13220,AW00013220,Isabella,Hernandez,Female,1952-01-25,Married,United States,2025-10-12
2222,13221,AW00013221,Madeline,Hall,Female,1952-06-04,Married,United States,2025-10-12
2223,13222,AW00013222,Arturo,Liu,Male,1951-08-30,Married,Canada,2025-10-12
2224,13223,AW00013223,Noah,Lee,Male,1952-01-06,Single,United States,2025-10-12
2225,13224,AW00013224,Amanda,Brooks,Female,1951-08-11,Married,United States,2025-10-12
